id,days,mature,views,partner,new_id
181817228,332,True,11310,False,1869
59876145,1655,False,4156,False,367
144541383,638,True,5205,False,810
51764317,1789,True,1636,False,1466
39795492,2082,False,7070233,True,1311
156144245,523,False,16534,False,278
103748544,1103,False,2467726,True,777
163079780,463,True,76754,False,764
44304795,1957,True,761878,True,1148
58835247,1673,False,25976,False,134
66021588,1555,False,25775,False,584
124789454,874,True,17695,False,324
42642296,2001,False,564235,True,1348
81507358,1349,True,81894,False,489
141929085,668,True,238891,True,1236
75376601,1425,True,3705,False,963
28579002,2418,False,7309842,True,557
69204485,1516,False,32641,False,1193
118717375,941,True,17822,False,1385
67271750,1539,True,28802,False,1154
138437340,711,False,9339,False,327
77853016,1388,True,107085,True,153
52614128,1774,False,11392773,True,467
36791444,2189,False,703,False,536
93199914,1220,True,15442,False,1692
62806816,1596,True,46121,False,1308
46620052,1904,False,1855,False,1618
77304462,1392,False,5638,False,295
53374065,1761,False,239456,True,1477
64327411,1581,False,1614575,True,1787
113930726,990,False,61940,False,215
41039652,2038,False,10690,False,1279
27547571,2458,False,8685,False,942
29121166,2398,False,1895964,True,1245
79126160,1374,False,13768,False,1743
162248918,469,True,15033,False,1063
42390193,2007,False,4697,False,310
48906781,1854,False,181047,True,241
27255072,2471,False,2163211,True,1423
33195858,2251,True,79248,False,1414
169684381,423,False,230,False,1623
135034959,753,True,164098,True,1012
103208745,1110,False,8100,False,1878
101740076,1114,False,519,False,1500
131588129,796,True,5387,False,16
161669714,473,False,64843,False,264
113415866,995,False,659962,False,799
5115151,3489,True,220906,True,1554
72808965,1457,False,3392,False,1435
38715498,2119,False,27282,False,57
45109269,1937,False,37808,False,65
54766286,1729,False,783,False,1274
67773433,1534,True,2595197,True,471
133575871,773,False,2231,False,1484
47702337,1882,True,20742,False,139
59124030,1670,True,194061,True,1105
148112773,598,False,25060,False,650
111108189,1016,False,27088,False,249
24631685,2592,True,4841,False,1138
54937110,1733,False,346748,True,720
48775696,1852,False,3958,False,1469
77477247,1393,False,161302,True,784
120160350,927,True,9115,False,51
66046629,1555,True,3505,False,1254
94221255,1208,True,12098,False,792
98871095,1158,False,9277,False,874
153970165,540,False,81362,True,704
129703474,818,True,3987,False,1698
85450630,1306,False,1273,False,1863
139429041,695,False,13804,False,551
31887528,2284,False,9889,False,80
135153605,743,False,6192,False,951
27254938,2471,True,5342,False,76
49980292,1828,False,1101541,True,409
146927160,615,False,544014,True,1701
135159038,738,True,5903,False,1804
155316225,529,False,68457,True,5
63240290,1599,False,9631,False,1020
137945850,713,True,9852,False,340
48393132,1868,False,4493915,True,1374
52203144,1781,False,35175114,True,1739
157536074,509,False,222867,True,1829
89416107,1263,False,31319,False,1191
165621225,450,True,4807,False,1661
53577580,1750,False,222291,True,902
64988711,1566,False,3349,False,730
128923053,826,True,2014,False,1633
156328689,521,False,32125,False,335
182226561,328,False,18204,False,925
116188906,967,True,105116,True,827
75550610,1415,False,5095,False,1872
69474476,1514,False,20549,False,1049
31712160,2297,False,432752,True,424
108585432,1042,False,15297,False,211
4122584,3524,False,23676,False,962
62337392,1617,False,89336,False,162
134571619,760,True,7016,False,763
67552297,1536,False,1754,False,493
147496324,602,True,3577,False,1614
187971687,286,False,1887,False,1022
43262007,1985,False,26684,False,27
36024998,2225,False,14861110,True,305
89919857,1260,False,169643,True,163
59715723,1660,True,6905465,True,67
73988927,1444,True,1213,False,1323
32115632,2281,False,7378378,True,1376
63846076,1579,False,30480,False,1850
51754692,1789,False,13714,True,807
70046284,1507,False,3131,False,1646
121805598,907,False,13510,False,370
43898163,1964,True,6406,False,611
29122204,2398,False,12556,False,1750
32550540,2264,False,22237,False,1177
102554915,1119,True,2356,False,1563
62729963,1599,False,9706,False,1784
43135074,1988,True,10984,False,54
52203384,1781,False,38543,False,1855
156588072,517,False,6303,False,995
29932785,2361,False,7829,False,1538
42710611,2000,True,412,False,752
73351206,1451,True,8728,False,21
39651423,2085,True,15364,False,254
63228604,1599,False,183699,False,1265
37705807,2157,True,451410,True,212
128668633,817,False,248,False,451
120377274,926,False,8210,False,1430
44995846,1940,False,38713,False,590
42348215,2009,True,192988,False,1762
125137947,794,False,963,False,486
64433578,1580,True,32842,False,1630
39400880,2094,False,4290,False,243
117671197,951,True,114507,False,601
94959349,1198,False,38244,False,836
97142273,1175,False,17778,False,708
135718784,737,True,2210,False,914
48764758,1858,True,268840,True,1524
109038301,1039,True,1656587,True,1280
20572303,2792,False,4320387,True,1036
47955648,1876,True,37678,False,1767
80438460,1360,True,14483,False,559
130291976,811,False,10095,False,1079
116695967,963,True,16771,False,423
124910959,871,False,1693,False,336
179466967,349,True,10723,False,325
9181799,3250,False,613103,True,1232
32143515,2279,False,64003,True,1043
118164666,929,True,1613,False,1514
175835821,378,False,171270,True,1258
154877961,532,True,31551,False,6
73455299,1453,False,3575365,True,806
79729084,1368,False,205261,False,197
60502967,1640,False,4224,False,750
172468287,403,False,2426,False,1004
70525088,1500,True,28789,False,78
92520703,1228,False,1642544,True,116
69979937,1508,True,113191,False,1811
79975608,1361,True,3477,False,555
49072463,1849,True,1585,False,1113
178929191,354,False,3689,False,1691
36264712,2215,False,7724802,True,1297
87608219,1285,False,2442,False,1365
30672329,2336,False,7163779,True,682
110217475,1021,False,6012,False,1076
58930039,1672,True,145633,False,402
136988012,728,False,3455,False,639
42648984,2001,False,1621644,True,656
106355832,1066,False,942,False,1482
86606583,1295,True,11209,False,338
120246770,926,False,7418,False,222
